numOfConstraints,157,100
numOfTaut,0,0.0
numOfContr,0,0.0
preprocessor,2, 1.0
parser,0,1.0
type,10,6.0
linker,10,6.0
spec1Added,15,10.0
feffect,10,6.0
feffect_build,7,4.0
spec2Added,17,11.0
codeAdded,31,20.0
spec1Combined, 0,0.0
spec2Combined, 0,0.0
codeCombined, 0,0.0
